Id,SEX,CITY,LOCATION,FIO_TIME,DESCRIPTION,COMPLEXION,FIOFS_TYPE,OUTCOME,FIO_DATE_CORRECTED,CLOTHING,AGE_AT_FIO_CORRECTED,STOP_REASONS,FIOFS_REASONS
102075,MALE,BOSTON, LENOX ST,4/17/15 00:00,NO DATA ENTERED,NO DATA ENTERED,IO,F,4/17/15 00:00,gray T shirt CHECK SHORTS,31,INVESTIGATIVE,INVESTIGATE; PERSON
102080,MALE,BOSTON,2 WESTMINSTER CT at WALNUT AV,3/19/15 00:00,H(Hispanic),Light,IO,F,3/19/15 00:00,black ballcap; black shirt; vest,31,,DISTURBANCE
102084,MALE,BOSTON, HUMBOLDT AV at RUTHVEN ST,3/17/15 00:00,B(Black),Med,I,F,3/17/15 00:00,blu hooded jkt    blue jns,31,RADIO CALL,B&E; NON-RESIDENCE - NIGHT
102085,MALE,BOSTON, HUMBOLDT AV at RUTHVEN ST,3/17/15 00:00,B(Black),Med,I,F,3/17/15 00:00,white sleeveless shirt; black pants,31,INVESTIGATIVE,DRUGS; INVESTIGATION
102086,MALE,BOSTON, HARRISON AV at TABER ST,3/19/15 00:00,B(Black),Med,IOF,O,3/19/15 00:00,black t-shirt; blue jeans; gray sneakers,31,RADIO CALL,ATTEMPTED B&E
102087,FEMALE,BOSTON, TABER ST at WARREN ST,3/19/15 00:00,B(Black),Med,IO,F,3/19/15 00:00,black Cap- w/red Writing; black Jacket; blue jeans,31,MOTOR VEHICLE VIOLATION,VAL
102088,MALE,BOSTON,00 BLUE HILL AV at FESSENDEN S,4/28/15 00:00,B(Black),Dark,IOS,SF,4/28/15 00:00,,31,INVESTIGATIVE,INVESTIGATE; PERSON
102089,MALE,BOSTON,485 BLUE HILL AV,4/19/15 00:00,NO DATA ENTERED,NO DATA ENTERED,O,F,4/19/15 00:00,,27,MOTOR VEHICLE VIOLATION,INVESTIGATE; PERSON
102090,MALE,BOSTON,485 BLUE HILL AV,4/19/15 00:00,NO DATA ENTERED,NO DATA ENTERED,O,F,4/19/15 00:00,,30,MOTOR VEHICLE VIOLATION,INVESTIGATE; PERSON
102091,MALE,BOSTON, WARREN ST at BLUE HILL AV,4/19/15 00:00,NO DATA ENTERED,NO DATA ENTERED,O,F,4/19/15 00:00,,45,MOTOR VEHICLE VIOLATION,INVESTIGATE; PERSON
102092,MALE,BOSTON, BLUE HILL AV at INGLESIDE ST,4/19/15 00:00,NO DATA ENTERED,NO DATA ENTERED,O,F,4/19/15 00:00,black bike,23,INVESTIGATIVE,INVESTIGATE; PERSON
102095,MALE,BOSTON, RIVER ST at BLUE HILL AV,3/9/15 00:00,W(White),Light,IOF,F,3/9/15 00:00,black JACKET/blue jeans,31,MOTOR VEHICLE VIOLATION,VAL
102098,MALE,BOSTON,00 PELHAM ST,4/15/15 00:00,H(Hispanic),Light,O,F,4/15/15 00:00,blue jeans; black jacket; boots,47,INVESTIGATIVE,INVESTIGATE; PERSON
102117,MALE,BOSTON, DALE ST,4/17/15 00:00,W(White),NO DATA ENTERED,I,F,4/17/15 00:00,red LONG SLEEVE SWEATER; GRYU SWEATPANTS,31,RADIO CALL,AFFRAY
102128,MALE,BOSTON,00 WASHINGTON ST,4/14/15 00:00,B(Black),Med,IOFS,F,4/14/15 00:00,,31,INVESTIGATIVE,INVESTIGATE; PERSON
102143,MALE,BOSTON,1 CRESCENT AV at CARSON ST,3/16/15 00:00,W(White),Clear,OFS,FO,3/16/15 00:00,brown jacket ; blue jeans,38,INVESTIGATIVE,DRUGS; POSSESSION
102144,MALE,BOSTON,1 GIBSON ST at DORCHESTER AV,3/12/15 00:00,B(Black),Med,OF,F,3/12/15 00:00,brown timberland;  blue jeans,22,INVESTIGATIVE,DRUGS; POSSESSION
102146,MALE,BOSTON, BLUE HILL AV at EDGEWOOD ST,3/19/15 00:00,B(Black),Med,IO,F,3/19/15 00:00,blue jeans; gray JACKET,31,RADIO CALL,B&E; RESIDENCE - DAY
102148,MALE,BOSTON, KING BL at WALNUT AV,3/21/15 00:00,B(Black),Med,O,F,3/21/15 00:00,GREEN SWEATshirt; blue jeans,36,INVESTIGATIVE,INVESTIGATE; PERSON
102150,MALE,BOSTON, DALE ST,4/17/15 00:00,B(Black),NO DATA ENTERED,O,F,4/17/15 00:00,tattoos left hand; black leather jacket; tan pants,21,,INVESTIGATE; PERSON
102152,MALE,BOSTON, BOWER ST,4/17/15 00:00,B(Black),NO DATA ENTERED,IOF,F,4/17/15 00:00,red PALD PJ'S/black JACKET,31,,VAL
102153,MALE,BOSTON, BOWER ST,4/17/15 00:00,B(Black),NO DATA ENTERED,IO,F,4/17/15 00:00,light green dress shirt; khaki shorts,31,INVESTIGATIVE,INVESTIGATE; PERSON
102155,MALE,BOSTON, BLUE HILL AV,4/18/15 00:00,NO DATA ENTERED,NO DATA ENTERED,IOF,F,4/18/15 00:00,black wolf hat; black jacket; blue jeans,31,OTHER (SPECIFY),INVESTIGATE; PERSON
102157,MALE,BOSTON, DUDLEY ST at HOWARD AV,3/22/15 00:00,B(Black),Dark,O,F,3/22/15 00:00,black SWEATshirt/black jeans,27,INVESTIGATIVE,INVESTIGATE; PERSON
102160,MALE,BOSTON,251 OCALLAGHAN WY,4/26/15 00:00,W(White),Light,IOF,F,4/26/15 00:00,,31,RADIO CALL,GUNSHOTS
102170,MALE,BOSTON, BLUE HILL AV,3/20/15 00:00,B(Black),Dark,IO,F,3/20/15 00:00,black jacket,31,INVESTIGATIVE,DRUGS; INVESTIGATION
102171,MALE,BOSTON, WARREN ST at KING BL,3/17/15 00:00,H(Hispanic),Med,IOFS,S,3/17/15 00:00,"BLUE ""34"" JERSEY/TANK TOP/BLUE SHORTS",31,INVESTIGATIVE,WARRANT ARREST
102172,FEMALE,BOSTON,15 WAYLAND ST,3/19/15 00:00,B(Black),Med,IOFS,F,3/19/15 00:00,gray jakcet leather sleeves; blue hoodie; blue jeans,31,OTHER (SPECIFY),INVESTIGATE; PERSON
102173,MALE,BOSTON,15  WAYLAND ST,3/10/15 00:00,B(Black),Med,IO,F,3/10/15 00:00,black/GRN JACKET; black PANTS; black/GRN HAT,31,,VAL
102175,FEMALE,BOSTON,30 COLUMBIA RD,4/26/15 00:00,W(White),Light,O,F,4/26/15 00:00,,32,MOTOR VEHICLE VIOLATION,INVESTIGATE; MV
102176,FEMALE,BOSTON,00 W 7TH ST at F ST,4/26/15 00:00,W(White),Light,O,F,4/26/15 00:00,GRAY/red FLAT-BRIMMED HAT; red JACKET; jeans,26,MOTOR VEHICLE VIOLATION,INVESTIGATE; MV
102177,MALE,BOSTON,70 DEVINE WY,4/23/15 00:00,W(White),Light,O,F,4/23/15 00:00,GRAY SWEATshirt; black VEST; KHAKI PANTS; red sneakers,20,INVESTIGATIVE,INVESTIGATE; PERSON
102180,MALE,BOSTON,00 BLUE HILL AV at FESSENDEN S,4/25/15 00:00,B(Black),Med,OF,F,4/25/15 00:00,blue jeans; gray/black Jacket; Blue/red/black sneakers; brown shirt; black knit hat,38,INVESTIGATIVE,DRUGS; INVESTIGATION
102181,MALE,BOSTON, TABER ST at WARREN ST,3/20/15 00:00,B(Black),Med,IO,F,3/20/15 00:00,black JACKET; BROWN HOODIE; BLUEjeans; black BOOTS,31,INVESTIGATIVE,INVESTIGATE; PERSON
102182,MALE,BOSTON,00 SOUTHAMPTON ST at BOSTON ST,4/23/15 00:00,W(White),Fair,OFS,F,4/23/15 00:00,GRAY SWEATshirt; black RUNNING PANTS,26,INVESTIGATIVE,INVESTIGATE; PERSON
102236,MALE,BOSTON, WASHINGTON ST,2/24/15 00:00,W(White),NO DATA ENTERED,I,,2/24/15 00:00,TAN MULTICOLOred shirt; blue jeans; black sneakers,31,INVESTIGATIVE,INVESTIGATE; PERSON
102237,MALE,BOSTON, MEDFORD ST,3/4/15 00:00,B(Black),NO DATA ENTERED,O,F,3/4/15 00:00,drk mets knit hat,19,INVESTIGATIVE,INVESTIGATE; PERSON
102238,MALE,BOSTON, WELLES AV at TALBOT AV,3/6/15 00:00,NO DATA ENTERED,NO DATA ENTERED,IO,F,3/6/15 00:00,black SWEATshirt; black SWEATS; black sneakers,31,OTHER (SPECIFY),INVESTIGATE; PERSON
102239,MALE,BOSTON, MAVERICK ST,3/9/15 00:00,B(Black),NO DATA ENTERED,O,F,3/9/15 00:00,gray jacket,45,INVESTIGATIVE,INVESTIGATE; PERSON
102240,MALE,BOSTON, SEAVER ST,3/7/15 00:00,B(Black),Med,IO,F,3/7/15 00:00,,31,OTHER (SPECIFY),INVESTIGATE; PERSON
102242,FEMALE,BOSTON,0 PREBLE ST at OLD COLONY AV,3/6/15 00:00,W(White),Light,IO,F,3/6/15 00:00,,31,RADIO CALL,ROBBERY; ARMED COMMERCIAL
102248,MALE,BOSTON, SCHOOL ST,3/13/15 00:00,W(White),NO DATA ENTERED,I,,3/13/15 00:00,TAN JACKET; blue jeans,31,INVESTIGATIVE,PROSTITUTION; COMMON NIGHT WALKER
102249,MALE,BOSTON,31 REGINA RD,3/11/15 00:00,B(Black),Med,IO,F,3/11/15 00:00,blue jeans; red JACKET; red SOX HAT,31,,VAL
102251,FEMALE,BOSTON,43 FLOYD ST,4/1/15 00:00,W(White),Fair,IO,F,4/1/15 00:00,black jacket/blackjeans,31,INVESTIGATIVE,B&E; RESIDENCE - NIGHT
102252,MALE,BOSTON, SOUTHERN AV,3/24/15 00:00,B(Black),Dark,IO,F,3/24/15 00:00,BLUEshirt LIGHT BLUE SHORTS,31,INVESTIGATIVE,INVESTIGATE; PERSON
102253,MALE,BOSTON, BLUE HILL AV at CRESTON ST,4/1/15 00:00,B(Black),Med,IOF,F,4/1/15 00:00,BLU COAT; black PANTS; BRN BOOTS,31,RADIO CALL,DISTURBANCE
102254,MALE,BOSTON,1884 CENTRE ST,3/31/15 00:00,B(Black),Dark,IO,F,3/31/15 00:00,blue jacket grayhoodie,31,INVESTIGATIVE,INVESTIGATE; PERSON
102255,MALE,BOSTON,47 JOHNSTON RD,3/21/15 00:00,B(Black),Dark,IOFS,F,3/21/15 00:00,,31,INVESTIGATIVE,INVESTIGATE; PERSON
102256,MALE,BOSTON,464 GALLIVAN BL,3/26/15 00:00,H(Hispanic),Med,OF,F,3/26/15 00:00,gray sweatshirt; black sweatpants,20,,INVESTIGATE; PERSON
102257,MALE,BOSTON, THANE ST,4/5/15 00:00,B(Black),Light,IOF,F,4/5/15 00:00,unknown,31,INVESTIGATIVE,INVESTIGATE; PERSON
102260,FEMALE,BOSTON,3520 WASHINGTON ST,4/8/15 00:00,B(Black),Light,IO,F,4/8/15 00:00,BLUE M HAT; GRY COAT; blue jeans,31,,INVESTIGATE; PERSON
102261,MALE,BOSTON,200 HANCOCK ST,3/1/15 00:00,A(Asian or Pacific Islander),NO DATA ENTERED,IO,F,3/1/15 00:00,black T/black jeans,31,,LANDLORD/TENANT
102262,MALE,BOSTON,167   LEXINGTON ST,4/6/15 00:00,H(Hispanic),NO DATA ENTERED,IOF,O,4/6/15 00:00,NAVY BLUE POLO shirt; blue jeans,31,OTHER (SPECIFY),INVESTIGATE; PERSON
102263,MALE,BOSTON,132 DAY ST,4/10/15 00:00,B(Black),Med,IO,F,4/10/15 00:00,,31,MOTOR VEHICLE VIOLATION,INVESTIGATE; PERSON
102264,MALE,BOSTON,2128 WASHINGTON ST,4/12/15 00:00,B(Black),Dark,IO,O,4/12/15 00:00,gray T shirt blue jeans,31,INVESTIGATIVE,INVESTIGATE; PERSON
102266,MALE,BOSTON, ST RICHARD ST at WALNUT AV,4/13/15 00:00,B(Black),Med,F,O,4/13/15 00:00,red shirt; blue jeans,25,MOTOR VEHICLE VIOLATION,INVESTIGATE; PERSON
102268,MALE,BOSTON,90 WARREN AV,3/4/15 00:00,B(Black),Med,O,F,3/4/15 00:00,gray; black jacket; black hoodie,18,RADIO CALL,INVESTIGATE; PERSON
102271,MALE,BOSTON, SOUTHERN AV at MILLET ST,3/11/15 00:00,B(Black),NO DATA ENTERED,IOFS,F,3/11/15 00:00,gray shirt; blue jeans,31,INVESTIGATIVE,PROSTITUTION; COMMON NIGHT WALKER
102272,MALE,BOSTON,00 THORNDIKE ST,3/16/15 00:00,B(Black),Med,IOF,FO,3/16/15 00:00,black shirt; black PANTS,31,INVESTIGATIVE,PROSTITUTION; COMMON NIGHT WALKER
102273,MALE,BOSTON, HEATH ST at LAWN ST,3/14/15 00:00,H(Hispanic),Med,IF,F,3/14/15 00:00,black TANK TOP; blue jeans,31,INVESTIGATIVE,PROSTITUTION; COMMON NIGHT WALKER
102274,MALE,BOSTON, THETFORD AV,3/13/15 00:00,B(Black),Med,F,F,3/13/15 00:00,black TRACK SUIT,25,INVESTIGATIVE,GUNSHOTS
102278,FEMALE,BOSTON,46 LINCOLN ST,3/12/15 00:00,H(Hispanic),Light,I,F,3/12/15 00:00,black yellow hat; gray hoodie; blue jeans,31,INVESTIGATIVE,INVESTIGATE; PERSON
102279,MALE,BOSTON, COLUMBIA RD at DUDLEY ST,3/20/15 00:00,B(Black),Dark,O,F,3/20/15 00:00,GRAY SWEATshirt,29,INVESTIGATIVE,INVESTIGATE; PERSON
102280,MALE,BOSTON, TREMONT ST at CAMDEN ST,3/19/15 00:00,B(Black),Med,O,F,3/19/15 00:00,black JACKET; gray HOODIE; black PATS,36,INVESTIGATIVE,INVESTIGATE; PERSON
102281,MALE,BOSTON, WASHINGTON ST at BLUE HILL AV,3/15/15 00:00,B(Black),Med,IO,F,3/15/15 00:00,blue coat; blue jeans; work boots,31,INVESTIGATIVE,INVESTIGATE; PERSON
102282,MALE,BOSTON, TREMONT ST at GURNEY ST,3/21/15 00:00,B(Black),Med,IOF,F,3/21/15 00:00,WHITE shirt,31,,VAL
102283,MALE,BOSTON,137 HAMPDEN ST,3/18/15 00:00,B(Black),Med,IO,F,3/18/15 00:00,blue jeans; BLue shirt,31,,INVESTIGATE; PERSON
102285,FEMALE,BOSTON, DORCHESTER AV at GREENWICH ST,1/2/14 00:00,W(White),Med,IO,F,1/2/15 00:00,black SWEATER; black SHORTS,31,INVESTIGATIVE,WARRANT ARREST
102303,MALE,BOSTON, BLUE HILL AV at COLUMBIA RD,1/10/15 00:00,B(Black),Med,IO,F,1/10/15 00:00,BLU BB CAP; LT BLU SHT; jeans,31,MOTOR VEHICLE VIOLATION,VAL
102304,MALE,BOSTON,136 SHIRLEY ST,1/10/15 00:00,B(Black),Med,IO,F,1/10/15 00:00,brown jacket; blue pants,31,INVESTIGATIVE,TRESPASSING
102307,MALE,BOSTON,17 BRADLEE ST,1/6/15 00:00,B(Black),Light,O,F,1/6/15 00:00,gray JKT W/TAN SLEEVES; LT BLUE,48,INVESTIGATIVE,INVESTIGATE; PERSON
102308,FEMALE,BOSTON,37 HAVELOCK ST,1/6/15 00:00,B(Black),Med,O,F,1/6/15 00:00,PURPLE BATHROBE; WHITE T,57,INVESTIGATIVE,INVESTIGATE; PERSON
102310,MALE,BOSTON, UTICA ST,1/2/15 00:00,W(White),NO DATA ENTERED,I,,1/2/15 00:00,red shirt; White Gray Sweatpants; black Sneakers,31,OTHER (SPECIFY),VAL
102327,MALE,BOSTON,30  CENTRE ST,3/31/15 00:00,B(Black),Dark,I,F,3/31/15 00:00,unknown,31,INVESTIGATIVE,INVESTIGATE; PERSON
102329,MALE,BOSTON,819 HYDE PARK AV,4/8/15 00:00,NO DATA ENTERED,NO DATA ENTERED,O,F,4/8/15 00:00,,-1,INVESTIGATIVE,INVESTIGATE; MV
102330,MALE,BOSTON,815 BOYLSTON ST,4/8/15 00:00,B(Black),Dark,F,F,4/8/15 00:00,addidas sweatpants; green cord shirt; nets hat,22,INVESTIGATIVE,LARCENY; SHOPLIFTING
102342,MALE,BOSTON, BOYLSTON ST,2/13/15 00:00,NO DATA ENTERED,Light,I,,2/13/15 00:00,black hoodie; blue jeans; black backpack,31,INVESTIGATIVE,INVESTIGATE; PERSON
102344,MALE,BOSTON,00 BRAYTON RD at MARGO RD,3/13/15 00:00,B(Black),Med,O,F,3/13/15 00:00,,31,INVESTIGATIVE,INVESTIGATE; PERSON
102345,MALE,BOSTON,543 DUDLEY ST,3/29/15 00:00,B(Black),NO DATA ENTERED,IO,F,3/29/15 00:00,,31,INVESTIGATIVE,VAL
102361,MALE,BOSTON,72 HANCOCK ST,3/9/15 00:00,NO DATA ENTERED,Med,I,F,3/9/15 00:00,black JACKET/black SWEATS,31,INVESTIGATIVE,TRESPASSING
102381,MALE,BOSTON, ACADEMY RD,4/16/15 00:00,B(Black),Dark,IO,F,4/16/15 00:00,red HOODED SWEATshirt; blue jeans,31,MOTOR VEHICLE VIOLATION,DRUGS; INVESTIGATION
102382,MALE,BOSTON, ACADEMY RD,4/16/15 00:00,B(Black),Med,IO,F,4/16/15 00:00,black coat; blue jeans,31,OTHER (SPECIFY),INVESTIGATE; PERSON
102383,MALE,BOSTON, ACADEMY RD,4/16/15 00:00,B(Black),Med,IO,F,4/16/15 00:00,gray t shirt brown sweatpants and black shoes,31,INVESTIGATIVE,INVESTIGATE; PERSON
102384,MALE,BOSTON, POND ST at JAMAICAWAY,4/25/15 00:00,W(White),Light,IO,F,4/25/15 00:00,CAMOFZOGEJACKET graySWEATPANTS,31,INVESTIGATIVE,INVESTIGATE; PERSON
102386,FEMALE,BOSTON,0 N ST at E 7TH ST,4/8/15 00:00,B(Black),Med,IO,F,4/8/15 00:00,Braves Cap; Orange/gray Stripped Tank Top; blue jeans; Combat Boots,31,INVESTIGATIVE,TRESPASSING
102387,MALE,BOSTON, BLUE HILL AV at SEAVER ST,3/6/15 00:00,B(Black),Dark,IO,F,3/6/15 00:00,WHITE T-shirt; BLUE SWEATPANTS,31,INVESTIGATIVE,GUNSHOTS
102391,MALE,BOSTON,1515 VFW PY,4/4/15 00:00,W(White),Fair,IO,F,4/4/15 00:00,dark jacket/blue jeans,31,MOTOR VEHICLE VIOLATION,VAL
102393,MALE,BOSTON, BROOKS ST at BREMEN ST,4/3/15 00:00,B(Black),Dark,I,F,4/3/15 00:00,black T shirt; blue jeans,31,,INVESTIGATE; PERSON
102394,MALE,BOSTON, BELGRADE AV at W ROXBURY PY,4/13/15 00:00,B(Black),Dark,IO,F,4/13/15 00:00,black VEST redshirt blackPANTSblacksneakers,31,INVESTIGATIVE,INVESTIGATE; PERSON
102399,MALE,BOSTON, ESSEX ST,4/21/15 00:00,B(Black),Dark,I,,4/21/15 00:00,black HOODIE/DARK PANTS,31,INVESTIGATIVE,INVESTIGATE; PERSON
102400,MALE,BOSTON, POND ST at JAMAICAWAY,4/25/15 00:00,W(White),Light,IO,F,4/25/15 00:00,black shorts/black t shirt,31,RADIO CALL,INVESTIGATE; PERSON
102402,MALE,BOSTON,298 CENTRE ST,4/26/15 00:00,W(White),Light,O,F,4/26/15 00:00,black/Gray Jacket; blue jeans ; White Shoes,40,INVESTIGATIVE,INVESTIGATE; PERSON
102403,MALE,BOSTON, SOUTH STATION,4/21/15 00:00,B(Black),Dark,I,,4/21/15 00:00,green striped shirt/shorts,31,INVESTIGATIVE,INVESTIGATE; PERSON
102413,MALE,BOSTON,80 ARCHDALE RD,4/13/15 00:00,B(Black),Brown,IO,F,4/13/15 00:00,red hoodie; tan shorts; tan boots,31,INVESTIGATIVE,INVESTIGATE; PERSON
102423,MALE,BOSTON, ELDER ST at CAWFIELD ST,4/18/15 00:00,B(Black),Light,IOF,F,4/18/15 00:00,white SNKRS; red SWEATPANTS; white shirt; black SWEATshirt,31,RADIO CALL,AFFRAY
102424,MALE,BOSTON,17 WARDMAN RD,4/17/15 00:00,B(Black),Dark,IO,F,4/17/15 00:00,black PANTS HOODIE gray,31,INVESTIGATIVE,INVESTIGATE; PERSON
102425,MALE,BOSTON,2050 DORCHESTER AV,3/21/15 00:00,B(Black),Light,S,S,3/21/15 00:00,,31,MOTOR VEHICLE VIOLATION,INVESTIGATE; PERSON
102426,MALE,BOSTON,274  E 8TH ST,4/20/15 00:00,B(Black),Dark,I,F,4/20/15 00:00,jeans/black JACKET/HAT,31,INVESTIGATIVE,INVESTIGATE; PERSON
102427,MALE,BOSTON, TREMONT ST,4/6/15 00:00,W(White),Med,I,,4/6/15 00:00,white tshirt; tan pants,31,INVESTIGATIVE,INVESTIGATE; PERSON
102429,MALE,BOSTON, WASHINGTON ST,4/6/15 00:00,B(Black),Med,I,,4/6/15 00:00,black JKT; GRY SWEATS,31,OTHER (SPECIFY),INVESTIGATE; PERSON
102430,MALE,BOSTON, BOYLSTON ST,4/6/15 00:00,B(Black),Dark,I,,4/6/15 00:00,light gray hooded sweatshirt; black jeans,31,,INVESTIGATE; PERSON
102431,MALE,BOSTON, ATLANTIC AV,4/8/15 00:00,H(Hispanic),Med,I,,4/8/15 00:00,white T shirt; black SHORTS,31,INVESTIGATIVE,INVESTIGATE; PERSON
102432,MALE,BOSTON, THOMPSON SQ,4/8/15 00:00,W(White),NO DATA ENTERED,I,,4/8/15 00:00,blue jeans;redSWEATER; WHITE FLIP FLOPS,31,INVESTIGATIVE,PROSTITUTION; SEX FOR FEE
102433,MALE,BOSTON,575 SHAWMUT AV,4/21/15 00:00,B(Black),Med,OF,F,4/21/15 00:00,black hat; gray hoodie; red vest,15,INVESTIGATIVE,INVESTIGATE; PERSON
102434,MALE,BOSTON,274  E 8TH ST,4/20/15 00:00,B(Black),Med,I,F,4/20/15 00:00,red ; black hoodie,31,OTHER (SPECIFY),WARRANT ARREST
102435,MALE,BOSTON,575 SHAWMUT AV,4/21/15 00:00,H(Hispanic),NO DATA ENTERED,O,F,4/21/15 00:00,black hat; gray hoodie; blue jeans,16,,INVESTIGATE; PERSON
102436,MALE,BOSTON, SCHOOL ST,4/9/15 00:00,H(Hispanic),NO DATA ENTERED,I,,4/9/15 00:00,GRY shirt; HOODIE; jeans,31,INVESTIGATIVE,INVESTIGATE; PERSON
102437,MALE,BOSTON,618 SHAWMUT AV,4/21/15 00:00,B(Black),Med,O,F,4/21/15 00:00,gray hoodie; sweatshirt; blue jeans,25,,INVESTIGATE; PERSON
102438,MALE,BOSTON, LENOX ST at KENDALL ST,4/21/15 00:00,H(Hispanic),Light,IO,F,4/21/15 00:00,black hoodie; Dark jeans,31,OTHER (SPECIFY),INVESTIGATE; PERSON
102439,FEMALE,BOSTON,870 MASSACHUSETTS AV,4/20/15 00:00,B(Black),Brown,IO,F,4/20/15 00:00,tattoos both arms; white tshirt; jeans,31,,INVESTIGATE; PERSON
102440,MALE,BOSTON,29 MONTEBELLO RD,4/16/15 00:00,H(Hispanic),NO DATA ENTERED,IO,F,4/16/15 00:00,tattoo both arms tattoos on chest; black cpa; white tshirt; bluejeans; white sneakers,31,INVESTIGATIVE,INVESTIGATE; PERSON
102443,MALE,BOSTON, WASHINGTON ST at CUMMINS HY,4/17/15 00:00,B(Black),Med,O,F,4/17/15 00:00,black PANTS; black JKT; black sneakers,26,,VAL
102467,FEMALE,BOSTON,1530 WASHINGTON ST,4/14/15 00:00,B(Black),Light,IO,FO,4/14/15 00:00,black jeans; yellow shirt,31,,VAL
102524,MALE,BOSTON,1967 COLUMBUS AV,3/3/15 00:00,B(Black),Light,F,F,3/3/15 00:00,black Hooded Jacket; gray Scarf; Brown Ski Cap; black Boots Brown Burttonwed shirt; Brown Pants,46,INVESTIGATIVE,INVESTIGATE; PERSON
102525,MALE,BOSTON,98 MONTEBELLO RD,3/6/15 00:00,W(White),Light,IO,F,3/6/15 00:00,,31,,INVESTIGATE; PERSON
102526,MALE,BOSTON,112 AMORY ST,3/6/15 00:00,B(Black),Med,IO,F,3/6/15 00:00,black JACKET; blue jeans,31,,VAL
102527,FEMALE,BOSTON,112 AMORY ST,3/6/15 00:00,B(Black),Med,IO,F,3/6/15 00:00,black COAT; PINK /white SS gray PANTS,31,INVESTIGATIVE,WARRANT ARREST
102528,MALE,BOSTON,71 HEATH ST,4/17/15 00:00,W(White),Light,IO,F,4/17/15 00:00,blue jeans  Blue shirt,31,RADIO CALL,VANDALISM
102529,MALE,BOSTON,0 E 8TH ST at DORCHESTER ST,4/16/15 00:00,W(White),Light,O,F,4/16/15 00:00,black COAT; jeans,16,,INVESTIGATE; PERSON
102557,MALE,BOSTON,524 MASSACHUSETTS AV,4/14/15 00:00,W(White),OTHER,IO,F,4/14/15 00:00,black hat; gry jkt; black pants,31,RADIO CALL,B&E; RESIDENCE - NIGHT
102574,MALE,BOSTON,17 MCDONOUGH WY,4/16/15 00:00,B(Black),Dark,S,S,4/16/15 00:00,GRN SHT; black PANTS,24,RADIO CALL,AFFRAY
102575,MALE,BOSTON, WASHINGTON ST,4/9/15 00:00,W(White),White,I,,4/9/15 00:00,white Tshirt; black jeans,31,,INVESTIGATE; PERSON
102576,MALE,BOSTON,0 GLEN RD at FOREST HILLS ST,4/17/15 00:00,H(Hispanic),Light,I,F,4/17/15 00:00,DYED red HAIR,31,OTHER (SPECIFY),INVESTIGATE; PERSON
102577,MALE,BOSTON, ELDER ST at CAWFIELD ST,4/18/15 00:00,B(Black),Dark,IOF,F,4/18/15 00:00,black PEA COAT;black hoodie;blue jeans,31,INVESTIGATIVE,INVESTIGATE; PERSON
102578,MALE,BOSTON,7 RAYNOR CR,4/17/15 00:00,B(Black),Med,IOF,F,4/17/15 00:00,gray t-shirt; white long sleeve shirt; blck running pants,31,,INVESTIGATE; PERSON
102579,MALE,BOSTON,43 WENTWORTH ST,4/18/15 00:00,B(Black),Dark,IOF,F,4/18/15 00:00,black hoodie; black SWEATS; black sneakers,31,MOTOR VEHICLE VIOLATION,VAL
102580,MALE,BOSTON,43 WENTWORTH ST,4/18/15 00:00,B(Black),Dark,IOF,F,4/18/15 00:00,GRAY PANTS; black hoodie; black JACKET,31,,INVESTIGATE; PERSON
102592,MALE,BOSTON,43 WENTWORTH ST,4/18/15 00:00,B(Black),Light,IOF,F,4/18/15 00:00,black winter hat  black leather jacket   jeans,31,OTHER (SPECIFY),INVESTIGATE; PERSON
102593,FEMALE,BOSTON,43 WENTWORTH ST,4/18/15 00:00,B(Black),Med,IOF,F,4/18/15 00:00,black LEATHER JACKET; blue jeans,31,,VAL
102594,MALE,BOSTON,43 WENTWORTH ST,4/18/15 00:00,B(Black),Med,IOF,F,4/18/15 00:00,gry ballcap; black leather; gry shirt; drk blue jeans; white sneakers,31,RADIO CALL,PROPERTY; STOLEN
102595,MALE,BOSTON, WOODBOLE AV at WOODRUFF WY,4/19/15 00:00,B(Black),Light,IO,F,4/19/15 00:00,t-shirt BLU JEAN sneakers,31,RADIO CALL,INVESTIGATE; PERSON
102596,MALE,BOSTON, AMES ST at AMES WY,4/16/15 00:00,B(Black),NO DATA ENTERED,F,F,4/16/15 00:00,PAT HAT; BLUE POLO W red STRIPE,22,,VAL
102597,MALE,BOSTON, ELLINGTON ST at GREENWOOD ST,4/17/15 00:00,B(Black),NO DATA ENTERED,O,F,4/17/15 00:00,blue jeans; BRN BOOTS; BLUE POLO shirt; red SOX HAT,25,,VAL
102603,MALE,BOSTON, WASHINGTON ST at BURT ST,4/19/15 00:00,B(Black),NO DATA ENTERED,O,F,4/19/15 00:00,BC BASEBALL HAT; BURGENDY ZIP UP JACKET,33,,VAL
102604,MALE,BOSTON, WASHINGTON ST at BURT ST,4/19/15 00:00,B(Black),Med,IO,F,4/19/15 00:00,navy red sox hat; navy champion sweatshirt; gray jeans; black sneakers,31,,INVESTIGATE; PERSON
102605,MALE,BOSTON,44 ARBUTUS ST,4/17/15 00:00,B(Black),Dark,IOF,F,4/17/15 00:00,fur winter hat  blu coat black sweats,31,INVESTIGATIVE,INVESTIGATE; PERSON
102606,MALE,BOSTON,91 HARVARD ST,4/16/15 00:00,B(Black),Dark,OF,F,4/16/15 00:00,gry t shirt; dk gray jeans; gry polo zip up hoodie,17,,INVESTIGATE; PERSON
